01/12/2021	$206.00	CV09-1136
12/30/2020	$103.00	CV09-1136
12/22/2020	$206.00	CV09-1136
12/09/2020	$206.00	CV09-1136
11/24/2020	$194.00	CV09-1136
11/10/2020	$194.00	CV09-1136
10/27/2020	$194.00	CV09-1136
10/13/2020	$194.00	CV09-1136
10/05/2020	$194.00	CV09-1136
09/15/2020	$194.00	CV09-1136
09/01/2020	$194.00	CV09-1136
08/21/2020	$816.00	CV09-1136
08/18/2020	$194.00	CV09-1136
